,WLD
YR2008,78.0440362630324
YR2009,78.4956094426853
YR2010,78.9439607116735
YR2011,79.3914827161526
YR2012,79.8408575096257
YR2013,80.1075524945435
YR2014,80.3737574284495
YR2015,80.6392820484477
YR2016,80.908877236611
YR2017,81.178398671599
YR2018,81.3423690539282
